商品分类,商品id,商品名称,品牌名称,机型,店铺名称,商家名称,商品押金,租赁价格/天,买断价
手机,137594,95新 真我realme GT 国行 全网通 双卡双待 5G,真我realme,realme GT,中恒华启,深圳市中恒华启科技有限公司,1700.00,4.64,2999.00
手机,208716,realme 真我GTNeo 天玑1200旗舰芯 5G手机,真我realme,realme GT Neo,天语租机,北京茗飞设备租赁中心,1539.00,4.21,2000.00
手机,209050,OPPOrealme真我x7 5G手机  双卡双待,真我realme,realme X7,短租王,北京茗飞设备租赁中心,983.00,2.68,1376.00
手机,209592,真我V15 6400万像素 50W智慧闪充,真我realme,realme V15,天语租机,北京茗飞设备租赁中心,1038.00,2.84,1349.00
手机,225189,realme真我X7Pro 5G 安卓智能游戏全面屏拍照 ,真我realme,realme X7 Pro,云上租赁,北京华启时代科技有限公司,1304.00,4.28,1695.00
手机,248095, realme 真我X2 Pro 变焦四摄拍照安卓智能游戏,真我realme,realme X2 Pro,大红门租机,北京创杰设备租赁有限公司,1038.00,3.23,1401.00
手机,248116,realme 真我Q2i 智能5G ,真我realme,realme Q2i,大红门租机,北京创杰设备租赁有限公司,739.00,2.43,998.00
手机,250357, realme 真我GTNeo 天玑1200旗舰芯 5G,真我realme,realme GT Neo,大红门租机,北京创杰设备租赁有限公司,1438.00,4.72,1941.00
手机,250364, realme 真我GT Neo2T 游戏手机 天玑1200,真我realme,realme V15,大红门租机,北京创杰设备租赁有限公司,1104.00,3.63,1491.00
手机,250365, realme 真我Q2 4800万像素 120Hz畅速屏 ,真我realme,realme Q2,大红门租机,北京创杰设备租赁有限公司,893.00,2.94,1206.00
手机,264939,99新realme 真我GT 大师探索版 双模5g手机,真我realme,realme GT 大师探索版,斯塔克租机,深圳益佳电子商务有限公司,1880.00,4.89,2914.00
手机,264941,99新realme 真我GT 大师版 5G轻薄游戏手机,真我realme,realme GT 大师版,斯塔克租机,深圳益佳电子商务有限公司,1330.00,3.46,2062.00
手机,308771,企业专供  真我10Pro 短租测试,真我realme,realme 10 Pro,新机侠,深圳市百世其昌科技有限公司,1600.00,7.11,0.00
手机,310738,95新真我 realme GT Neo2全网通5G手机,真我realme,realme GT Neo2,蓝洲科技,北京蓝洲科技有限公司,1700.00,4.48,2250.00
手机,321413,realme真我GT Neo3 天玑8100 80W光速秒充,真我realme,realme GT Neo3,短租王,北京茗飞设备租赁中心,1999.00,6.57,2638.00
手机,351990,realme 真我GT Neo5 144Hz 1.5K直屏 ,真我realme,realme GT Neo5,大红门租机,北京创杰设备租赁有限公司,2039.00,9.99,4098.00
手机,353753,realme 真我Q2 Pro 4800万四摄 超轻超薄,真我realme,realme Q2 Pro,大红门租机,北京创杰设备租赁有限公司,1005.00,3.30,1356.00
手机,260933,全新国行 联想拯救者Y90 全网通 5G 电竞游戏手机,联想,联想 拯救者Y90,商家精选,广州研趣信息科技有限公司,4499.00,7.18,4272.00
手机,260937,联想拯救者 Y70  新品上市 包邮 全网通 5G,联想,联想拯救者 Y70,商家精选,广州研趣信息科技有限公司,3999.00,5.87,3495.00
手机,262488,全新 联想拯救者Y70 性能手机骁龙8+Gen1霜刃M散热,联想,联想拯救者 Y70,鑫敏通讯设备经营部,平阳县鑫敏通讯设备经营部,3210.00,5.87,3495.00
手机,297141,游戏者的福音 全新联想Lenovo拯救者Y70游戏性能手机,联想,联想拯救者 Y70,想租就租,郴州市苏仙区创我科技有限公司,3199.00,5.61,3399.00
手机,261349,全新国行联想 拯救者 电竞手机Y90 为游戏而生,联想,联想 拯救者Y90,陌讯通讯,深圳市陌讯电子设备有限责任公司,4600.00,7.94,4800.00
手机,261230,全新热销联想拯救者Y70性能手机骁龙8+Gen1霜刃M散热,联想,联想拯救者 Y70,联想（lenovo）租赁,郴州市名望电脑科技经营部,3999.00,5.87,3495.00
手机,233597,联想拯救者Y90电竞手机,联想,联想 拯救者Y90,非常享租,临海市老斌通讯设备经营部,4999.00,9.86,5198.70
手机,326321,联想拯救者 Y70,联想,联想拯救者 Y70,麦吉租赁,东莞市常平翎丰网络技术服务部,3799.00,5.47,3248.70
手机,261201,联想拯救者 Y70,联想,联想拯救者 Y70,时分租赁,天长市时分网络科技有限公司,3999.00,6.65,3508.00
手机,263581,全新新品联想拯救者Y70手机电竞游戏手机拍照大屏手机,联想,联想拯救者 Y70,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,3999.00,5.91,3508.70
手机,330456,联想拯救者 Y70,联想,联想拯救者 Y70,晴天租赁,东莞市常平翎丰网络技术服务部,3799.00,5.47,3248.70
手机,351985,联想 拯救者Y70性能手机,联想,联想拯救者 Y70,九沐优租二店,东莞市常平九沐通讯设备服务部,2799.00,5.34,3248.70
手机,353698,全新 联想拯救者Y70性能手机,联想,联想拯救者 Y70,九沐租赁,东莞市常平九沐通讯设备服务部,2799.00,5.34,3248.70
手机,249330,联想拯救者 Y70  新品上市 包邮,联想,联想拯救者 Y70,向阳租机,昌乐县向阳通讯器材经营部,3299.00,6.40,3378.80
手机,293472,联想拯救者Pro 5G电竞游戏手机,联想,联想拯救者电竞手机Pro,租啊,北京创杰设备租赁有限公司,1900.00,6.02,0.00
手机,149320,联想 Z5S ,联想,联想  Z5S,云上租赁,北京华启时代科技有限公司,550.00,1.37,750.00
手机,89789,联想 Z5S  全网通 双卡双待二手手机,联想,联想  Z5S,首佳租机,北京晟帆通讯设备中心,799.00,1.47,999.00
手机,102293,联想 Z5S  智能全面水滴屏全网通二手手机,联想,联想  Z5S,晟帆租机,北京晟帆通讯设备中心,799.00,1.47,999.00
手机,113531,联想 Z5s  全面屏双摄 全网通4G手机 用机现货,联想,联想  Z5S,方便租,北京华启时代科技有限公司,500.00,1.64,750.00
手机,344319,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市彬然通讯设备经营部,2000.00,5.28,3267.00
手机,345362,联想 拯救者Y90 骁龙8霜刃散热 四肩键双压感,联想,联想 拯救者Y90,大红门租机,北京创杰设备租赁有限公司,3022.00,10.35,4249.00
手机,208088,联想 z6 青春版 智能拍照游戏手机  骁龙710,联想,联想Z6 青春版,天语租机,北京茗飞设备租赁中心,706.00,2.32,988.40
手机,268945,联想z5s后置AI变焦三摄靓彩渐变玻璃机身学生老人工作备用机,联想,联想  Z5S,租啊,北京创杰设备租赁有限公司,600.00,1.91,0.00
手机,356379,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市顺顺通讯设备租赁服务部,2000.00,5.28,3267.00
手机,333281, 联想拯救者电竞手机Pro 骁龙865Plus 5G电竞游戏,联想,联想拯救者电竞手机Pro,大红门租机,北京创杰设备租赁有限公司,2135.00,7.02,2883.00
手机,356382,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市顺顺通讯设备租赁服务部,2000.00,5.28,3267.00
手机,127926,联想Z6青春版 智能拍照游戏手机 骁龙710 大电池长续航,联想,联想Z6 青春版,方便租,北京华启时代科技有限公司,750.00,2.19,900.00
手机,149284,联想 Z6 pro 全网通4G,联想,联想Z6 Pro,云上租赁,北京华启时代科技有限公司,1500.00,4.35,1800.00
手机,272418,联想拯救者电竞手机2pro 骁龙888,联想,联想拯救者2 Pro,晟帆租机,北京晟帆通讯设备中心,2600.00,7.89,3447.00
手机,204870,联想z5s 后置AI变焦三摄 靓彩渐变玻璃机身,联想,联想  Z5S,短租王,北京茗飞设备租赁中心,600.00,1.88,830.00
手机,268943,联想z6青春版 智能拍照游戏手机大电池,联想,联想Z6 青春版,租啊,北京创杰设备租赁有限公司,600.00,1.88,0.00
手机,204863,9新国行机 联想z6青春版 智能拍照游戏手机,联想,联想Z6 青春版,短租王,北京茗飞设备租赁中心,620.00,1.94,826.00
手机,207100,联想 Z5s  备用机,联想,联想  Z5S,天语租机,北京茗飞设备租赁中心,616.00,2.02,801.00
手机,232645,游戏人必备  全新联想拯救者Y70性能手机 5G游戏22款,联想,,联想（lenovo）租赁,郴州市名望电脑科技经营部,3654.00,6.98,3861.00
手机,246369,联想拯救者 Y70  骁龙8+ OLED护眼电竞屏,联想,联想拯救者 Y70,大红门租机,北京创杰设备租赁有限公司,2180.00,7.16,2943.00
手机,248077,联想 z6 青春版 智能拍照游戏手机,联想,联想Z6 青春版,大红门租机,北京创杰设备租赁有限公司,638.00,2.08,861.00
手机,248084,联想 z5s 后置AI变焦三摄 靓彩渐变玻璃机身,联想,联想  Z5S,大红门租机,北京创杰设备租赁有限公司,560.00,1.82,755.00
手机,261208,联想拯救者 Y70,联想,联想拯救者 Y70,迪麦租赁,上海迪麦网络科技有限公司,3999.00,6.65,3508.00
手机,340989,摩托罗拉moto edge S30应用骁龙888手机 8成新,联想,,联想（lenovo）租赁,郴州市名望电脑科技经营部,850.00,6.38,1150.00
手机,344320,全新联想拯救者Y70 144Hz OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市彬然通讯设备经营部,2500.00,6.77,4288.00
手机,345797,全新魅族20 全网通5G手机 无界设计 轻薄旗舰 寄出包邮,魅族,魅族 20,商家精选,广州研趣信息科技有限公司,3799.00,6.57,3898.70
手机,346483,全新魅族20 Pro 第二代骁龙8 超薄机身设计 5G手机,魅族,魅族 20 Pro,商家精选,广州研趣信息科技有限公司,4799.00,8.76,5198.70
手机,167766,新品魅族18X 高铁骁龙 870 120Hz  光学指纹解锁,魅族,魅族 18X,布丁租赁,上饶市布丁科技有限公司,2999.00,5.69,3352.70
手机,260953,全新国行 魅族 18s 5G全网通 双卡双待,魅族,魅族 18s,商家精选,广州研趣信息科技有限公司,3199.00,5.66,3366.00
手机,167810,魅族18 高通骁龙888 曲面屏 120Hz游戏智能拍照5G,魅族,魅族 18,布丁租赁,上饶市布丁科技有限公司,4999.00,8.76,5158.70
手机,342600,新品魅族20手机第二代高通骁龙8 Gen2刷新率144hz,魅族,魅族 20,潘西数码,南京好潘西电子商贸有限公司,3900.00,8.03,4146.40
手机,350513,魅族20pro 第二代骁龙 8 旗舰芯片,魅族,魅族 20 Pro,微蚂酷租机,杭州微蚂网络科技有限公司,4799.00,9.86,5198.70
手机,350274,全新 魅族 20 全网通,魅族,魅族 20,知E租,武进区湖塘旭知逸电子商务经营部,3457.09,6.57,3898.70
手机,350181,全新魅族 20 Pro 全网通,魅族,魅族 20 Pro,知E租,武进区湖塘旭知逸电子商务经营部,4367.09,8.76,5198.70
手机,346483,全新魅族20 Pro 第二代骁龙8 超薄机身设计 5G手机,魅族,魅族 20 Pro,商家精选,广州研趣信息科技有限公司,4799.00,8.76,5198.70
手机,291472,全新魅族18X骁龙870 120Hz柔性屏 顺丰速发,魅族,魅族 18X,顾豪数码,临海市顺顺通讯设备租赁服务部,2200.00,4.93,3378.00
手机,167766,新品魅族18X 高铁骁龙 870 120Hz  光学指纹解锁,魅族,魅族 18X,布丁租赁,上饶市布丁科技有限公司,2999.00,5.69,3352.70
手机,233625,全新国行魅族18X骁龙870 120Hz柔性屏 5G手机,魅族,魅族 18X,欧可（OK）享租,台州临海市崇光通讯设备租赁服务部,2599.00,4.98,3378.00
手机,352522,全新 魅族20 顺丰速发原装未拆 MEIZU20 魅族 20,魅族,魅族 20,真心租苹果iqoo真我小米手机店,安徽莱科凯思通讯服务有限公司,3799.00,6.57,3897.70
手机,106570,新品魅族 18X 高通骁龙 870 120Hz 光学指纹解锁,魅族,魅族 18X,潘西数码,南京好潘西电子商贸有限公司,2200.00,6.40,2336.00
手机,106589,魅族 18s Pro 高通骁龙 888+ 2K+120Hz ,魅族,魅族 18s Pro,潘西数码,南京好潘西电子商贸有限公司,4400.00,13.16,4803.40
手机,167810,魅族18 高通骁龙888 曲面屏 120Hz游戏智能拍照5G,魅族,魅族 18,布丁租赁,上饶市布丁科技有限公司,4999.00,8.76,5158.70
手机,106582,魅族 18s 高通骁龙 888+旗舰 处理器2K+120Hz,魅族,魅族 18s,潘西数码,南京好潘西电子商贸有限公司,3200.00,9.82,3584.30
手机,341557,全新 魅族20 顺丰速发原装未拆 MEIZU20 魅族 20,魅族,魅族 20,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,3799.00,6.57,3898.70
手机,262314,魅族 18s Pro 支持40W无线超充,魅族,魅族 18s Pro,妗媛租机,上海妗媛网络科技有限公司,4999.00,10.35,5458.70
手机,261301,全新国行魅族18S meizu18S ,魅族,魅族 18s,陌讯通讯,深圳市陌讯电子设备有限责任公司,3899.00,7.23,4255.00
手机,291471,全新魅族18X骁龙870 120Hz柔性屏 顺丰速发,魅族,魅族 18X,人人租精选商城,临海市顺顺通讯设备租赁服务部,2200.00,4.93,3378.00
手机,277846,魅族 18s 骁龙888+ ,魅族,魅族 18s,鲲鹏租机,上海鹏银商务咨询有限公司,3899.00,8.13,4288.70
手机,277847,魅族 18s Pro 支持40W无线超充,魅族,魅族 18s Pro,鲲鹏租机,上海鹏银商务咨询有限公司,4999.00,10.35,5458.70
手机,318465,全新魅族18X骁龙870 120Hz柔性屏 顺丰速发,魅族,魅族 18X,人人租精选商城,临海市彬然通讯设备经营部,2000.00,4.93,3330.00
手机,233125,全新国行魅族18X骁龙870 120Hz柔性屏,魅族,魅族 18X,非常享租,临海市老斌通讯设备经营部,2599.00,4.98,3378.00
手机,262297,魅族 18s 骁龙888+ ,魅族,魅族 18s,妗媛租机,上海妗媛网络科技有限公司,3899.00,8.13,4288.70
手机,321665,魅族 18X 二手手机,魅族,魅族 18X,方便租,北京华启时代科技有限公司,1598.00,5.25,1918.00
手机,325251,魅族17 游戏手机骁龙865 90Hz屏幕NFC,魅族,魅族17,大红门租机,北京创杰设备租赁有限公司,1802.00,5.92,2430.00
手机,321617,魅族18Pro,魅族,魅族 18 Pro,方便租,北京华启时代科技有限公司,2388.00,7.85,2866.00
手机,318463,全新魅族18X骁龙870 120Hz柔性屏 顺丰速发,魅族,魅族 18X,人人租精选商城,临海市彬然通讯设备经营部,2000.00,4.98,3378.00
手机,274411,MEIZU魅族15 4G全网通安卓备用机,魅族,魅族15,租啊,北京创杰设备租赁有限公司,588.00,1.73,0.00
手机,259304,魅族18X 5G全网通拍照手机 骁龙870 柔性屏,魅族,魅族 18X,租啊,北京创杰设备租赁有限公司,1800.00,6.02,2000.00
手机,127663,魅族16t 全面屏三摄拍照娱乐游戏手机-4500mAh大电池,魅族,魅族16t,方便租,北京华启时代科技有限公司,1280.00,3.28,1499.00
手机,213761,魅族18Pro 电竞游戏  游戏手机 5G手机,魅族,魅族 18 Pro,短租王,北京茗飞设备租赁中心,3100.00,8.54,4200.00
手机,292889,魅族16x 全面屏游戏手机,魅族,魅族16X,租啊,北京创杰设备租赁有限公司,680.00,2.00,0.00
手机,113740,魅族17 骁龙865 90Hz屏幕支持NFC 旗舰5G手机,魅族,魅族17,方便租,北京华启时代科技有限公司,2100.00,5.75,2890.00
手机,346562,全新魅族 20 PRO 第二代骁龙8旗舰芯片5G手机,魅族,魅族 20 Pro,无锡市梦想嘉网络科技有限公司,无锡市益创嘉商贸有限公司,4799.00,15.58,5690.00
手机,261338,全新国行魅族S18 Pro meizu S18 Pro,魅族,魅族 18s Pro,陌讯通讯,深圳市陌讯电子设备有限责任公司,4999.00,9.20,5417.00
手机,313558,企业专供 魅族18 Pro 短租测试,魅族,魅族 18 Pro,新机侠,深圳市百世其昌科技有限公司,2600.00,13.00,0.00
手机,268013,全新魅族18X骁龙870 120Hz柔性屏 顺丰速发,魅族,魅族 18X,人人租精选商城,镜湖区斌斌玲通讯设备经营部,2599.00,4.98,3378.00
手机,211386, 魅族 18 Pro 骁龙888 2K AMOLED曲面屏,魅族,魅族 18 Pro,天语租机,北京茗飞设备租赁中心,3091.00,8.46,4019.00
手机,211570,魅族 16 X 全面屏  4G  全网通,魅族,魅族16X,天语租机,北京茗飞设备租赁中心,824.00,2.71,1071.00
手机,225593,95新魅族18 骁龙888 AMOLED曲面屏 ,魅族,魅族 18,云上租赁,北京华启时代科技有限公司,2504.00,8.23,3255.00
手机,274460,MEIZU魅族17 旗舰5G手机 拍照游戏机,魅族,魅族17,租啊,北京创杰设备租赁有限公司,1626.00,4.93,0.00
手机,295445,魅族18s Pro 曲面屏 AR全场景大师影像系统手机,魅族,魅族 18s Pro,租啊,北京创杰设备租赁有限公司,2988.00,9.58,3665.00
手机,325368,魅族17 Pro 5G手机 游戏手机骁龙865 ,魅族,魅族17 Pro,大红门租机,北京创杰设备租赁有限公司,2159.00,7.09,2915.00
手机,325508,魅族16th  全面屏游戏手机 骁龙845,魅族,魅族16th,大红门租机,北京创杰设备租赁有限公司,1074.00,3.54,1453.00
手机,350649,魅族20pro 第二代骁龙 8 旗舰芯片 ,魅族,魅族 20 Pro,天语租机,北京茗飞设备租赁中心,4470.00,14.34,0.00
手机,325551,魅族16S 骁龙855 全面屏拍照游戏手机 ,魅族, 魅族16S,大红门租机,北京创杰设备租赁有限公司,1290.00,4.24,1745.00
手机,321813,魅族MEIZU魅族18 ,魅族,魅族 18,方便租,北京华启时代科技有限公司,1838.00,6.04,2206.00
手机,339084,魅族 18X   骁龙870 120Hz刷新率 ,魅族,魅族 18X,大红门租机,北京创杰设备租赁有限公司,1714.00,5.63,2314.00
手机,225590, 魅族 18 Pro 骁龙888 2K AMOLED曲面屏 ,魅族,魅族 18 Pro,云上租赁,北京华启时代科技有限公司,2896.00,9.52,3764.00
手机,227502,魅族15老人手机备用机4G全网通 前置2000W ,魅族,魅族15,云上租赁,北京华启时代科技有限公司,710.00,1.64,924.00
手机,62533,【一元租赁，到期可买断】二手安卓备用机魅族,魅族,魅蓝5,诺森通讯,晋江市陈埭镇诺森手机店,1000.00,1.00,599.00
手机,125054,魅族17 5G 手机 十七度灰 骁龙865 ,魅族,魅族17,云上租赁,北京华启时代科技有限公司,2000.00,5.89,2360.00
手机,126931,魅族16t  手机,魅族,魅族16t,云上租赁,北京华启时代科技有限公司,1440.00,3.28,1766.00
手机,132057,魅族PRO7 双卡双待全网通5.2英寸屏+后置2英寸副屏幕,魅族,魅族 Pro7,方便租,北京华启时代科技有限公司,660.00,1.91,850.00
手机,202835,99新魅族16S全网6+128G白色手机,魅族, 魅族16S,众人租机,长沙市众购通讯科技有限公司,1999.00,4.90,2448.00
手机,211762, 魅族 16s 骁龙855 全面屏 拍照游戏 二手手机,魅族, 魅族16S,天语租机,北京茗飞设备租赁中心,1315.00,3.60,1710.00
手机,213882,魅族魅蓝S6全面屏   魅族魅蓝 S6,魅族,魅蓝S6,短租王,北京茗飞设备租赁中心,530.00,1.50,720.00
手机,225097,魅族PRO7 MEIZU 安卓智能全双面屏游戏拍照 ,魅族,魅族 Pro7,云上租赁,北京华启时代科技有限公司,600.00,1.97,780.00
手机,225106,魅族MEIZU魅蓝note6 骁龙625 全网通,魅族,魅蓝 Note6,云上租赁,北京华启时代科技有限公司,351.00,1.15,456.00
手机,271414,魅族 魅蓝note6安卓工作室备用二手安卓手机,魅族,魅蓝 Note6,租啊,北京创杰设备租赁有限公司,380.00,1.24,0.00
手机,272430,魅族18X  安卓全网通5G手机 ,魅族,魅族 18X,晟帆租机,北京晟帆通讯设备中心,1788.00,6.02,2350.00
手机,321551, 魅族 18s 二手手机,魅族,魅族 18s,方便租,北京华启时代科技有限公司,1918.00,6.30,2302.00
手机,325424, 魅族18  6.2英寸2K AMOLED曲面屏 ,魅族,魅族 18,大红门租机,北京创杰设备租赁有限公司,2058.00,6.76,2778.00
手机,325462,魅族18 Pro  安卓智能2K全曲面屏拍照游戏 骁龙888,魅族,魅族 18 Pro,大红门租机,北京创杰设备租赁有限公司,2547.00,8.37,3439.00
手机,339435,魅族18X 5G手机 骁龙870 120Hz刷新率,魅族,魅族 18X,天语租机,北京茗飞设备租赁中心,1780.00,5.57,2670.00
手机,342963,企业专供  魅族 20 短租测试,魅族,魅族 20,新机侠,深圳市百世其昌科技有限公司,3800.00,25.33,0.00
手机,355156,魅族18s Pro 骁龙888+ 支持40W无线充 2K曲面,魅族,魅族 18s Pro,大红门租机,北京创杰设备租赁有限公司,2702.00,8.88,3647.00
手机,356995,企业专供  魅族20PRO  短租测试,魅族,魅族 20 Pro,新机侠,深圳市百世其昌科技有限公司,4400.00,23.46,0.00
手机,212774,魅族16s 电竞游戏 魅族16s 4G游戏手机,魅族, 魅族16S,短租王,北京茗飞设备租赁中心,1450.00,3.89,1900.00
手机,321710,魅族18s Pro 5G二手手机,魅族,魅族 18s Pro,方便租,北京华启时代科技有限公司,2839.00,9.33,3407.00
手机,211663,魅族 MEIZU 魅蓝S6 全面屏  4G 全网通,魅族,魅蓝S6,天语租机,北京茗飞设备租赁中心,450.00,1.47,585.00
手机,325388,魅族note9  骁龙675 4000mAh大电池,魅族,魅族note9,大红门租机,北京创杰设备租赁有限公司,717.00,2.35,960.00
手机,248056,魅族 魅蓝 note6 备用机,魅族,魅蓝 Note6,大红门租机,北京创杰设备租赁有限公司,326.00,1.07,441.00
手机,60099,【一元租赁，到期可买断】二手安卓备用机魅蓝5s,魅族,魅蓝5S,诺森通讯,晋江市陈埭镇诺森手机店,1000.00,1.00,599.00
手机,17046,魅族17 5G手机 二手安卓手机,魅族,魅族17,晟帆租机,北京晟帆通讯设备中心,2148.00,7.06,2925.00
手机,132567,魅族Note9手机 骁龙675 4000mAh大电池,魅族,魅族note9,方便租,北京华启时代科技有限公司,900.00,2.74,1300.00
手机,351886,魅族 18s  骁龙888 6.2英寸2K曲面屏,魅族,魅族 18s,大红门租机,北京创杰设备租赁有限公司,2191.00,7.31,3048.00
手机,341619,魅族 18s 5G 骁龙888+ 6.2英寸2K曲面屏,魅族,魅族 18s,短租王,北京茗飞设备租赁中心,1999.00,6.57,2899.00
手机,211992, 魅族16t 全面屏三摄 拍照娱乐游戏手机,魅族,魅族16t,天语租机,北京茗飞设备租赁中心,1359.00,3.72,1766.00
手机,351588,魅族20 第二代骁龙8旗舰芯片 144Hz电竞直屏 魅族手机,魅族,魅族 20,租啊,北京创杰设备租赁有限公司,3812.00,9.58,0.00
手机,212756,国行机 魅族15 二手机 4G全网通 双卡双待  ,魅族,魅族15,短租王,北京茗飞设备租赁中心,720.00,2.05,980.00
手机,356981,企业专供 魅族20 短租测试,魅族,魅族 20,新机侠,深圳市百世其昌科技有限公司,2400.00,12.80,0.00
手机,213677,魅族MEIZU 魅族16X 高通骁龙710   4G手机,魅族,魅族16X,短租王,北京茗飞设备租赁中心,800.00,2.68,1100.00
手机,212764,魅族16t 全面屏三摄 拍照娱乐游戏手机 魅族 16t,魅族,魅族16t,短租王,北京茗飞设备租赁中心,1426.00,4.27,1996.00
手机,211535,MEIZU 魅族15  备用机 4G 全网通,魅族,魅族15,天语租机,北京茗飞设备租赁中心,715.00,2.35,929.00
手机,342969,企业专供 魅族 20 Pro 短租测试,魅族,魅族 20 Pro,新机侠,深圳市百世其昌科技有限公司,4800.00,32.00,0.00
手机,225894,魅族MEIZU魅蓝S6 Exynos 7872游戏芯片,魅族,魅蓝S6,云上租赁,北京华启时代科技有限公司,376.00,1.23,488.00
手机,207613,魅族 魅蓝 note6 备用机,魅族,魅蓝 Note6,天语租机,北京茗飞设备租赁中心,380.00,1.45,532.00
手机,213684,魅族MEIZU 魅蓝note6 备用机  4G手机,魅族,魅蓝 Note6,短租王,北京茗飞设备租赁中心,600.00,1.53,658.00
手机,225110,魅族MEIZU魅族16X 高通骁龙710 全面屏游戏手机,魅族,魅族16X,云上租赁,北京华启时代科技有限公司,842.00,2.76,1094.00
手机,262323,魅族 18X 5G 骁龙870 ,魅族,魅族 18X,妗媛租机,上海妗媛网络科技有限公司,2999.00,6.40,3378.70
手机,277845,魅族 18X 5G 骁龙870 ,魅族,魅族 18X,鲲鹏租机,上海鹏银商务咨询有限公司,2999.00,6.40,3378.70
手机,325665,魅族 pro 7 plus 安卓智能游戏拍照全面屏6+64G,魅族,魅族 Pro7,大红门租机,北京创杰设备租赁有限公司,672.00,2.20,907.00
手机,338985,95新魅族17 5G 手机   骁龙865,魅族,魅族17,小巨人手机租赁,北京蓝洲科技有限公司,2150.00,5.89,0.00
手机,340194,魅族 魅蓝 10  6.52英寸学生机老人机备用机,魅族,,大红门租机,北京创杰设备租赁有限公司,815.00,2.32,1102.00
手机,349135,全新 魅族20 顺丰速发原装未拆 MEIZU20 魅族 20,魅族,魅族 20,新友智租赁,新沂新友智数码店,3799.00,12.10,4419.00
手机,350508,魅族 20 第二代骁龙8旗舰芯,魅族,魅族 20,微蚂酷租机,杭州微蚂网络科技有限公司,3799.00,7.39,3898.70
手机,351583,魅族 20   第二代骁龙8旗舰芯片 ,魅族,魅族 20 Pro,天语租机,北京茗飞设备租赁中心,3000.00,9.31,4716.00
手机,351913,魅族 20 第二代骁龙8旗舰芯片 144Hz电竞直屏,魅族,魅族 20,大红门租机,北京创杰设备租赁有限公司,3813.00,12.53,5147.00
手机,352898,全新魅族20 Pro 第二代骁龙8 超薄机身设计 5G手机,魅族,魅族 20 Pro,人人租精选商城,柘城县中域手机四店,4799.00,14.24,5199.00
手机,353690, 魅族 20 Pro 第二代骁龙 8 旗舰芯片,魅族,魅族 20 Pro,大红门租机,北京创杰设备租赁有限公司,4923.00,16.18,6655.00
手机,334564,全新国行iPhone14Pro 赠送壳膜 顺丰包邮寄出,苹果,iPhone14Pro,商家精选,广州研趣信息科技有限公司,8899.00,14.05,9999.00
手机,334569,全新国行iPhone14ProMax 赠送壳膜 顺丰包邮寄出,苹果,iPhone14ProMax,商家精选,广州研趣信息科技有限公司,9899.00,15.35,11249.00
手机,334561,全新国行原封iPhone14 赠送壳膜 顺丰包邮寄出,苹果,iPhone14,商家精选,广州研趣信息科技有限公司,6899.00,11.91,7379.00
手机,334563,全新国行iPhone14Plus 赠送壳膜 顺丰包邮寄出,苹果,iPhone14Plus,商家精选,广州研趣信息科技有限公司,7899.00,11.05,8399.00
手机,359914,全新国行原封iPhone13 5G双卡双待 顺丰包邮寄出,苹果,iPhone13,商家精选,广州研趣信息科技有限公司,6299.00,9.27,6425.00
手机,335586,99新国行iPhone14Pro 赠送壳膜 顺丰包邮寄出,苹果,iPhone14Pro,二手严选商城,广州人人租供应链服务有限公司,6930.00,12.66,9108.00
手机,335592,99新国行iPhone14ProMax 赠送壳膜 顺丰包邮,苹果,iPhone14ProMax,二手严选商城,广州人人租供应链服务有限公司,7980.00,13.56,10558.00
手机,344555,95新iPhone12Pro 5G全网通 双卡双待,苹果,iPhone12Pro,二手严选商城,广州人人租供应链服务有限公司,4250.00,8.39,5949.00
手机,344571,95新iPhone12ProMax 5G全网通 双卡双待 ,苹果,iPhone12ProMax,二手严选商城,广州人人租供应链服务有限公司,4900.00,8.86,6742.00
手机,360100,95新iPhone13ProMax 现货速发 包邮,苹果,iPhone13ProMax,二手严选商城,广州人人租供应链服务有限公司,6300.00,11.39,8265.00
手机,360096,95新苹果iPhone13   国行5G 全网通,苹果,iPhone13,二手严选商城,广州人人租供应链服务有限公司,4300.00,8.09,5655.00
手机,353845,95新苹果iPhone13Pro 租期质保 现货速发 包邮,苹果,iPhone13Pro,二手严选商城,广州人人租供应链服务有限公司,5700.00,10.19,7830.00
手机,342824,95新国行iPhoneXSMax 租期质保 现货速发,苹果,iPhoneXSMax,二手严选商城,广州人人租供应链服务有限公司,2350.00,4.38,2628.00
手机,225670,95新iPhone12 精选国行正品  5G全网通双卡双待 ,苹果,iPhone12,人人租精选商城,惠州新创星科技有限公司,3588.00,7.91,5387.00
手机,123489,全新国行苹果iPhone13 包邮全网通5G 双卡双待,苹果,,初心数码,龙岩初心网络科技有限公司,6799.00,11.50,7799.00
手机,148688,国行全新Apple iPhone 13 全网通5G 双卡双待,苹果,,布丁租赁,上饶市布丁科技有限公司,6799.00,13.77,7798.00
